_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
84.25,1685,0.017426612882329894,-0.39700999541287985,0.7679853198208405,0.024516780062005868,0.01255690707391244,-2.0061910152435303,2.097386121749878,0.38267224713471093,-1.2228925422577392e-16,-3.2831294282483485,0.9921637544455154,0.9999893671068115,0.19232101304902846,0.0050000000000000044,0.46557705834794866,0.011849870887962374,20,-0.001135332,0.9151821,0.0012094209,0.6666666666666666,1.0,0.0016489733756101341,0.8629014399194956,-4.6010580320586305
89.25,1785,0.004167028984151137,-0.37717208155042076,0.760272033108636,0.02461271261422591,-4.8050656914711e-05,-1.9282559156417847,2.4341063499450684,0.3866432313454819,1.9903157864428577e-17,-2.034574857339643,2.820217200937607,0.9999443852634371,0.20156551748169294,0.0050000000000000044,0.4942464016102087,0.01289420882526837,40,-0.0061787525,0.91075456,0.005051129,0.6666666666666666,1.0,0.001984851982329241,0.8460703333636869,0.8242197680462588
84.3,1686,0.009952866953824144,-0.3536332214297682,0.7668423494103112,0.024036526830858225,0.03069128082901646,-1.8949326276779175,1.984337568283081,0.38446843948343,1.6857478902967977e-17,-3.212261361249203,3.9517242129814254,0.9999322572877338,0.19187334066903147,0.0050000000000000044,0.47355338755497317,0.011644122325236143,60,-0.004424964,0.9065743,0.003977619,0.6666666666666666,1.0,0.0011993940817250869,0.8976374031300481,0.8813437572852082
92.9,1858,-0.006175606885898042,-0.3507294731168052,0.7410474776173813,0.0220930575588389,0.06053522104684131,-1.8849766254425049,2.1007282733917236,0.3638024360938753,0.0,-2.8399609508353008,3.308444355688819,0.9999316445277593,0.20933402659825393,0.0050000000000000044,0.5067644337834546,0.013822899654879602,80,-0.012385753,0.90376127,0.010299243,1.0,1.0,0.0015355529857394889,0.8909401344470086,0.8807062135549971
106.7,2134,-1.3026974001636303e-05,-0.39597287886436566,0.884714244704545,0.024946108136122812,0.08119030487474889,-2.593330144882202,2.0439376831054688,0.3816637822538082,-2.6637028519591385e-17,-2.4255652007211133,3.06426497698826,0.9999502347728174,0.2425598257940231,0.0050000000000000044,0.6348769673824637,0.020295201588710957,100,-0.002636972,0.90135235,0.0023232757,1.0,1.0,0.0043787210697653345,0.7842991074938158,0.7289589636982337
94.75,1895,0.018952460796425083,-0.3614502272545134,0.9041230658195836,0.028566019380422907,0.09444149394143658,-1.7885520458221436,1.9994330406188965,0.36520188260893544,-7.499131775832192e-18,-3.191590962179018,3.1278011611269805,0.9999553200265989,0.2195617978539782,0.0050000000000000044,0.5378803509608291,0.016637814042194544,120,-0.008367076,0.8993681,0.009205676,1.5,1.0,0.003020894227322641,0.8242185042112578,0.8172145898661914
104.4,2088,-0.011425845063614657,-0.46832868623661916,0.8250550484918702,0.018828691534003662,0.12629035373742004,-2.040750741958618,2.147401809692383,0.39197034248914275,-3.402982450958334e-18,-3.3923600820565123,3.7131363493977427,0.9999467682344871,0.23589872534409623,0.0050000000000000044,0.5560448678685461,0.018381223266695175,140,-0.0009881924,0.89785945,0.0010461896,1.0,1.0,0.0025138816640630857,0.8649670919599989,0.8589093440901475
109.6,2192,-0.012506316850964833,-0.3919364064680978,0.8298473297165688,0.017644672455769953,0.14961992643338484,-2.1275389194488525,2.4828176498413086,0.432967619908567,1.9449162475185225e-17,-4.2523379960688334,3.234243247624118,0.999947082503113,0.24642277791494693,0.0050000000000000044,0.6023995591935298,0.02056360019807138,160,-0.0029867967,0.89793146,0.003539334,1.0,1.0,0.003188006662490966,0.846124672036099,0.8398832699884538
109.6,2192,0.008378867317599728,-0.41399605874897855,1.000904777071978,0.024052025391150585,0.09006849685951517,-2.2880773544311523,2.5537681579589844,0.39328763690134505,-6.4830541583950745e-18,-3.773126770408067,3.715038413089752,0.9999490024565671,0.24246415941140803,0.0050000000000000044,0.5626709537099996,0.01845299245250713,180,-0.0034152544,0.89892375,0.0038123908,1.0,1.0,0.002586254505732086,0.8631962222613488,0.8592335372214269
116.75,2335,-0.015316107311099256,-0.4347787077621781,0.7559116216181678,0.016969813848206627,0.11572483969648913,-2.128553867340088,2.4969937801361084,0.42942636610549484,-2.4344076599917778e-17,-3.9303193458049424,3.9336425275814344,0.9999503544433813,0.2548421421868378,0.0050000000000000044,0.5963754117609891,0.020123951842777318,200,-0.0034367521,0.8986149,0.0033778655,1.0,1.0,0.0028713985148553596,0.8587674468133931,0.8510625035602077
111.2,2224,0.0026152210165115144,-0.40364052467623646,1.2438031494422999,0.021754156852113803,0.11035352930126766,-2.088738441467285,2.2684035301208496,0.4309905797448457,2.5559091214392094e-17,-4.294080537117473,3.36698227222552,0.9999459196117286,0.24808295536682365,0.0050000000000000044,0.6141794625334682,0.02013678981929605,220,-0.0033042915,0.90204155,0.0037906887,1.0,1.0,0.0029698371184185444,0.8531762227039552,0.8476190281518677
118.95,2379,-0.020742160907482522,-0.42160335041296026,0.8577552218422085,0.01455511393368783,0.1600916302015597,-2.315519094467163,2.9459714889526367,0.4742075680327621,-2.3893828861205555e-17,-4.236770688129409,3.45257455492661,0.9999383019327338,0.2557493916176023,0.0050000000000000044,0.5882009958872229,0.019488011824588702,240,-0.0050126915,0.90279627,0.005197584,1.0,1.0,0.0018080552632518756,0.9087829034024847,0.9043235787498872
139.8,2796,-0.011424761909294437,-0.5064620673983066,2.7874263872789826,0.04485103289896889,0.26095461491288857,-2.2996344566345215,3.0289721488952637,0.5318209165360637,5.082566064092276e-17,-3.6291813306946854,3.370506598601469,0.9999507900750028,0.29139960640127827,0.0050000000000000044,0.690542584224297,0.02475870278597245,260,-0.0046767103,0.8995959,0.0058084135,1.0,1.0,0.004497660029271218,0.8238503395536289,0.7907253188623697
151.4,3028,0.045546884278591306,-0.48331468779541786,3.410730599481297,0.09616201527151626,0.13814516858501627,-2.18045711517334,2.8625993728637695,0.5704829157165136,-9.386297698284018e-18,-4.450296268048457,3.975407575938489,0.9999596463637537,0.3131646867686182,0.0050000000000000044,0.7129569039557466,0.029040297241982444,280,-0.005249005,0.8957351,0.0060384567,1.5,1.0,0.007275280437886409,0.7503946582086929,0.7212402466956293
144.55,2891,-0.0023963184708721903,-0.4505410687797449,1.346664893344832,0.02182637155445227,0.11359837837227331,-2.6432557106018066,3.0714972019195557,0.6007916647592607,-2.9493299305158086e-17,-4.439412520259834,2.7494067077656066,0.9999520450047048,0.2961201957079775,0.0050000000000000044,0.6403264742846595,0.024490959541025183,300,-0.0018757149,0.8938343,0.0017090591,1.5,1.0,0.002840696203570286,0.8844423811950849,0.8653110619077735
170.05,3401,0.043255068524089176,-0.6135971627406316,2.424283600166556,0.0765103472082701,0.2313643430229041,-2.9403586387634277,2.6496102809906006,0.6349439466227829,2.5070605201767723e-17,-6.698458413623236,3.6345810318311127,0.9999583122017699,0.3389711761930117,0.0050000000000000044,0.7324097802972981,0.03212561236122195,320,-0.0022136671,0.89388555,0.0011987842,1.0,1.0,0.006934292839924483,0.8196901485547909,0.7668345839712905
180.0,3600,0.06614601525630304,-0.5916847689410147,3.3084780981701813,0.09683217092034996,0.2071286423628529,-2.874307155609131,3.5764074325561523,0.6942588079484876,-7.105427357601002e-17,-3.5788435955339724,3.800604019164311,0.9999566774793156,0.35074559074932216,0.0050000000000000044,0.7186548527543711,0.032672320256167654,340,-0.0063449745,0.89533347,0.0049512,1.0,1.0,0.006038968216755843,0.8198964750735203,0.7600643736557706
192.2,3844,0.05831311679574671,-0.5024516398156417,1.5982576824188466,0.05839534512871493,0.2158375652322815,-2.2853658199310303,2.5089218616485596,0.5253900627382735,-5.915027977191261e-17,-5.2067448862093695,4.833534802975807,0.9999426754173542,0.3669195837816954,0.0050000000000000044,0.7492907914896039,0.03515185318682245,360,-0.00372087,0.8971423,0.0014843123,0.6666666666666666,1.0,0.0027255633344841017,0.9244647583742317,0.8906844928496197
189.2,3784,0.05146308697263003,-0.5531382342376261,1.9699718522201182,0.05339189399332045,0.10590946069725614,-2.6444244384765625,3.3754520416259766,0.6384371588286315,0.0,-5.596481192067213,3.662772046679649,0.9999426657712754,0.36127651024352275,0.0050000000000000044,0.7627401923247832,0.033747214337891504,380,-0.0024989152,0.8950467,0.0019143054,0.6666666666666666,1.0,0.0031489130967115595,0.9125784264191281,0.9023494574435627
223.1,4462,0.031797751379723446,-0.4702637847989678,1.7072118897047983,0.03336811194811758,-0.005626469201202525,-2.815019369125366,2.602405071258545,0.553068395757718,1.592431052801659e-17,-5.872165524185071,3.3767679576585783,0.9999583615600127,0.41208756240803307,0.0050000000000000044,0.8269871895255347,0.04333923502618279,400,-0.005245242,0.892791,0.006358154,1.0,1.0,0.0060480703420232,0.8604623524959242,0.8249661176830181
270.4,5408,0.041069196774128645,-0.7859389354816825,1.0661555095194084,0.02732459022158452,-0.11600083194340864,-3.219783306121826,2.5528926849365234,0.5660695296963182,4.204394886154439e-17,-2.8531304226828826,4.5327079306423705,0.9999585119135503,0.4758557812432942,0.0050000000000000044,0.9393120962101672,0.05690741662543396,420,-0.0012960455,0.89133096,0.0010838713,0.6666666666666666,1.0,0.008424227530402673,0.8570608677736785,0.7459529195204256
216.35,4327,0.04345762425210607,-0.7390948366958212,0.9168240410056702,0.023353538067081844,-0.3840187711296063,-2.788454294204712,2.742664337158203,0.5739095378452371,-9.852684110378094e-18,-4.849112153457757,2.6713689114165797,0.9999627167763504,0.40514095622961166,0.0050000000000000044,0.8346188575451071,0.04267440946019004,440,-0.0061745495,0.88648254,0.005007018,0.6666666666666666,1.0,0.005306072512895297,0.8877289964941296,0.8708359398847627
249.65,4993,0.04739053337690393,-0.783806879589795,1.0892141149386882,0.027555639368045844,-0.28099063360638693,-2.903947591781616,2.8160347938537598,0.5498669503985497,1.9923088925778896e-17,-4.52726284009219,4.322679947489301,0.9999662948068497,0.43952775358138807,0.0050000000000000044,0.8473645963099624,0.045886821774889314,460,-0.0027543341,0.88745064,0.0055362605,0.6666666666666666,1.0,0.004732785652962259,0.8972052484997639,0.7961505102272814
261.9,5238,0.04825448293746422,-0.7872370218124463,0.8544198583446987,0.024065208754475605,-0.3215418801875518,-3.069862127304077,2.286907434463501,0.49654369898323675,1.3565153412754872e-17,-4.999183956442701,3.8376860772978962,0.9999470109494509,0.45546694281958405,0.0050000000000000044,0.8812019486548024,0.04953607451446928,480,-0.004439639,0.89090866,0.0041422043,0.6666666666666666,1.0,0.004091476013523691,0.9181362077008001,0.8973212868386864
267.45,5349,0.049369824462707414,-0.8532054630123942,0.8403979015255296,0.025008443678300567,-0.27709551438716046,-2.7962613105773926,2.5558695793151855,0.5606470338875126,2.6567311114604607e-17,-4.81205072952567,3.4843234880465785,0.9999504099604716,0.45767764648654785,0.0050000000000000044,0.8548269212826727,0.047822155808041805,500,-0.0037146474,0.8934555,0.0065133735,1.0,1.0,0.003014415955723992,0.9369736189324465,0.9280371933200876
309.15,6183,0.045583506250789795,-0.9987556376386828,1.750259099930059,0.03778717696877893,-0.10411766468437779,-3.1047158241271973,2.867401599884033,0.6442916491660863,-2.298375338056284e-17,-4.870418911333138,3.4317175931814403,0.9999603437612946,0.508449118326185,0.0050000000000000044,0.9361925587312239,0.05808788042060964,520,-0.0015895049,0.8927841,0.0012499626,0.6666666666666666,1.0,0.007567218051583889,0.879421337637279,0.8521025355614095
337.3,6746,0.05051133913852257,-0.9418627517596145,2.3362618010591025,0.04735240726988944,-0.09156545601274929,-3.2858757972717285,2.9667253494262695,0.6846768160667583,-8.426240566381265e-18,-4.373080242044166,4.238620262906501,0.9999605952480902,0.5290834850732469,0.0050000000000000044,0.947785086938788,0.05874504703963172,540,-0.0014831556,0.8946669,0.0024251947,0.6666666666666666,1.0,0.007397274220181956,0.8781818083323826,0.8504942239803879
270.05,5401,0.06207232758900294,-0.5291442137056679,0.9958402914835202,0.027995763178998007,-0.3548676170461491,-3.354856014251709,2.40906023979187,0.5304051717336067,3.683613516253065e-17,-4.8811756026848165,2.8905948144143085,0.9999424610199942,0.45813774814246616,0.0050000000000000044,0.8261177784176229,0.04689332930733876,560,-0.0038975514,0.8936741,0.0041000443,0.6666666666666666,1.0,0.0027493063707872438,0.9513989610057514,0.9386329442485847
299.55,5991,0.0582238949763243,-0.7326119352042815,0.944353057163816,0.02913283270831087,-0.2670051892417211,-2.8911561965942383,3.0241012573242188,0.5719160564391141,0.0,-5.791263498109491,5.259816237589772,0.9999529083325969,0.489034885599484,0.0050000000000000044,0.8835601492987815,0.05147562206890989,580,-0.0031313652,0.8933095,0.0045796884,0.6666666666666666,1.0,0.0033117949015284637,0.9359107677518669,0.9092485730578784
345.5,6910,0.05014406683130598,-0.938453396061743,1.6166921320418768,0.03505036242002088,-0.18724793345086524,-3.460118293762207,2.9536335468292236,0.6306512373601114,-2.0565636346167876e-17,-7.908198184344414,4.053762527941541,0.9999506007501519,0.5322020214144986,0.0050000000000000044,0.9301677756121697,0.057274862117243794,600,-0.001696602,0.89356303,0.0019362653,0.6666666666666666,1.0,0.0056358787679696145,0.9081663470610111,0.8750772706200234
416.15,8323,0.0543179339360322,-1.2924952835832426,2.3337248866120386,0.047054673487482004,-0.08725673758952303,-2.8584823608398438,3.4322400093078613,0.6636208758079527,1.8781617429679446e-17,-5.646839608179069,5.323355364074253,0.9999576212835986,0.5865259613671626,0.0050000000000000044,0.9442692985198914,0.0624038039256878,620,-0.003127707,0.8916221,0.003842836,0.6666666666666666,1.0,0.006148751256156555,0.9048623629577688,0.8612300675060761
395.5,7910,0.04643371309601622,-0.9160915356355104,1.34983611832855,0.04056503515654061,-0.0740411757143019,-2.9945068359375,3.350870132446289,0.6416578851290459,2.1558818784124406e-17,-4.72499814082556,3.7132471248894845,0.9999551238709178,0.5723723888254808,0.0050000000000000044,0.9572714860245606,0.06166752898718713,640,-0.001570777,0.8898568,0.002319413,0.6666666666666666,1.0,0.006865373416245124,0.8964588010587403,0.8710584877005828
454.1,9082,0.06552139936678987,-1.2898509134783536,2.3376297504485795,0.05949103689532811,-0.019831376584737746,-3.3871023654937744,3.9344537258148193,0.8497541763820337,-1.251781961259811e-17,-4.866555072368706,4.113601764393138,0.9999678080657465,0.6153529436935306,0.0050000000000000044,0.9810304569322532,0.06623320669849057,660,-0.0014983623,0.8889573,0.0026128588,0.6666666666666666,1.0,0.01161585151255045,0.8391540442512511,0.7417124596162785
480.95,9619,0.06678049745242508,-1.1639269280539952,2.2216259301366628,0.05280071638395587,-0.06167778944779059,-3.2231829166412354,3.415213108062744,0.8083942927090356,2.3637974367733865e-17,-5.705192051817899,4.5366423423292686,0.9999658143304035,0.6306925253087503,0.0050000000000000044,0.9758704627015419,0.06683161843544433,680,-0.00200112,0.8883529,0.0021453938,0.6666666666666666,1.0,0.010903097429805279,0.8409593392399516,0.7835332942378919
569.95,11399,0.09039094795061085,-1.327948010478731,2.2761541370067224,0.07185072631657133,-0.040016646842306484,-3.303187847137451,3.3939976692199707,0.9165767621165386,-1.9946808969491365e-17,-7.106315180974766,4.508848691188735,0.9999720774564886,0.6814983155151357,0.0050000000000000044,0.9982548076329921,0.07077991202654772,700,-0.0017442396,0.89008033,0.002788778,0.6666666666666666,1.0,0.013500682655731856,0.8132072565858223,0.6534979157563799
635.8,12716,0.08287763020025277,-1.207971822570023,1.800454383842039,0.05261500817329998,-0.09451186759902012,-3.457397699356079,4.0005621910095215,0.8013222983611169,1.0058012931489307e-17,-8.904660161281424,4.01364070156187,0.9999709876794485,0.7047411217037021,0.0050000000000000044,0.9926443826111634,0.0681674725653035,720,-0.0015764602,0.8900108,0.002304966,0.6666666666666666,1.0,0.009335754646308729,0.8641523275296985,0.7965045222611127
724.7,14494,0.10431977112661883,-1.1745903711157786,1.6789999999999259,0.06529236945701196,-0.09010709039253925,-3.5321426391601562,3.168443202972412,0.8316392331874294,3.921858621554299e-18,-5.880876055934985,7.4238520147152025,0.9999728769042315,0.7399485027119098,0.0050000000000000044,0.999779821122746,0.06865694224352485,740,-0.0015212602,0.89021945,0.0022021977,0.6666666666666666,1.0,0.011651741911366307,0.8367399420684349,0.6823775485433652
885.8,17716,0.10039552003700129,-1.3451353240003594,1.85189244058805,0.0647856657102825,-0.08007128760203375,-3.426945209503174,3.808149814605713,0.8678749502369872,-4.492029036189389e-17,-5.966642470076337,5.972057258224799,0.9999692044788739,0.7800630069802091,0.0050000000000000044,0.9978350352339855,0.06357394568346089,760,-0.0010253947,0.88924444,0.001958817,0.6666666666666666,1.0,0.00849488539388624,0.8696581117405155,0.8136885964075147
881.45,17629,0.12039213043466157,-1.2483200939886678,2.0205863081938977,0.07035745532049065,-0.11561197334035436,-3.4707579612731934,3.4416515827178955,0.7954601877665046,-7.254960147303762e-18,-7.082986823671793,5.46248223412027,0.9999639235306462,0.7823621333916972,0.0050000000000000044,0.9996560292871427,0.06493461647577527,780,-0.0011308554,0.8888492,0.0017151975,0.6666666666666666,1.0,0.0051927175015056976,0.9215391948606206,0.8789578026872883
966.8,19336,0.12291619515908736,-1.2722000701812848,1.9530700470939981,0.07468537318499849,-0.07382890288719972,-3.7878081798553467,3.7802069187164307,0.9202239546563173,1.4698856759621434e-18,-5.81101115949913,6.452244412104986,0.999968198606279,0.7978525291384023,0.0050000000000000044,0.9992174065221685,0.06172015906121863,800,-0.0010819146,0.88785577,0.0012925519,0.4444444444444444,1.0,0.008636637439308896,0.8616475833831957,0.756488265249162
948.1,18962,0.12681620346314126,-0.8570384960567331,1.8781350213904138,0.07904507564274126,-0.0579165160390655,-3.440126895904541,3.294417381286621,0.9324617440474863,8.993263188610064e-18,-10.748667944625836,5.113398986512426,0.9999624270720151,0.7939893296340427,0.0050000000000000044,0.9997905856393292,0.06218026583937085,820,-0.0010260704,0.8865109,0.002274695,0.4444444444444444,1.0,0.008075141250222876,0.871850539124265,0.8460744859199381
1088.4,21768,0.1493163639627328,-1.5344418405759142,1.8092491385498435,0.0880461329129486,-0.07811187064664352,-3.6292693614959717,3.802506923675537,0.9163571678446464,-3.003028835443275e-17,-8.406802135674905,5.479304537789307,0.9999671180965577,0.8201913375498942,0.0050000000000000044,0.9997753619451791,0.058793349063353414,840,-0.00091278675,0.8859411,0.0017775939,0.4444444444444444,1.0,0.00670940586665049,0.8937894592906893,0.8064501895000223
1340.4,26808,0.16853118812040785,-1.3497183577344245,1.8759999999999042,0.09893764888805129,-0.0721055208627026,-3.6536169052124023,3.6632747650146484,0.8297865093332742,4.240780279081469e-17,-5.428945303822977,8.283476027046154,0.9999642372792771,0.8526262342800905,0.0050000000000000044,0.9999179794721832,0.052310163717307644,860,-0.0009279777,0.8854394,0.0021664489,0.4444444444444444,1.0,0.00484243123568444,0.9151165713031404,0.7849463686924407
1192.7,23854,0.16212477948883103,-1.233886319793696,2.2759999999998604,0.11315857201386736,-0.03332290421498494,-3.74568510055542,3.841379404067993,1.1026811556173661,4.765944400168359e-18,-9.369726045742505,8.725917670757932,0.9999711995979951,0.8357751425024199,0.0050000000000000044,0.9999889552762443,0.056196771969936665,880,-0.0017402213,0.8854709,0.0033867732,0.4444444444444444,1.0,0.009467644729917494,0.8330739083998702,0.6312208573771005
1430.6,28612,0.16941354469728687,-1.3897223892814758,1.9349999999998977,0.09078177157985332,-0.06360026405043637,-3.6428871154785156,3.4705653190612793,0.8260557322651787,3.476722459332239e-18,-11.838601405972002,6.49299210957578,0.9999626899025246,0.8616682798863876,0.0050000000000000044,0.9999389782970127,0.05022809511722502,900,-0.0013132195,0.88420933,0.0022456632,0.4444444444444444,1.0,0.008564386916013817,0.8335308357039481,0.7831821416893422
1711.55,34231,0.19080071549698982,-1.1027158778587858,2.322999999999855,0.10260028819824027,-0.04860509539150425,-3.742018222808838,3.6432671546936035,0.8016035507131848,3.528739010815256e-18,-10.375941063014048,7.790922687434333,0.9999600952435135,0.8839832821255269,0.0050000000000000044,0.9999912735088402,0.04452663049349939,920,-0.0006623763,0.8820859,0.0008889458,0.2962962962962963,1.0,0.0047809871537390905,0.8928637988726106,0.8360674918821133
1700.1,34002,0.19973961053863828,-0.9786003101262076,2.451999999999841,0.10854578367679224,-0.045048081311103085,-3.8615503311157227,4.0087995529174805,0.8691401905755016,1.671766921381331e-18,-12.250966105796012,14.723429914627523,0.9999605899314833,0.8832760341588969,0.0050000000000000044,0.9999954289384488,0.044750811847462824,940,-0.0015662343,0.88177115,0.0027271032,0.2962962962962963,1.0,0.003942001708912276,0.9119122012467972,0.8388971851970932
1984.55,39691,0.22195411498108947,-1.0712578611046708,2.687999999999815,0.11630375861534692,-0.036247042640151904,-3.9708685874938965,3.994593620300293,0.6882645036897107,1.288933939047321e-17,-13.01205813579357,10.144572237306601,0.9999557931614863,0.8999279907930942,0.0050000000000000044,0.9999985995612304,0.03999365353887788,960,-0.001174355,0.8833067,0.0045506298,0.2962962962962963,1.0,0.0040784140649569285,0.8980387665268817,0.8447493058328504
1556.35,31127,0.18803761389709403,-1.329675921877319,2.180999999999871,0.10287054893249985,-0.032739574746227705,-3.881774663925171,4.143083095550537,0.7697894807587443,-1.4837690051854183e-17,-10.272965198659895,12.742565282782566,0.9999658619935388,0.8733248285355023,0.0050000000000000044,0.9999822187541315,0.04767405568299538,980,-0.0013656446,0.8840985,0.005551614,0.2962962962962963,1.0,0.004826873285828561,0.8997201158619451,0.8034019861115298
2112.5,42250,0.24166750232333142,-1.4045067044392312,2.7119999999998123,0.12931662140864036,-0.040940208723509584,-3.706416606903076,3.328611373901367,0.8026534800339599,-1.2108657272124785e-17,-9.099750192306638,8.771461604134014,0.9999611740391035,0.9058062419085386,0.0050000000000000044,0.9999987582960485,0.03811008015559437,1000,-0.0015032832,0.8840082,0.0044008307,0.2962962962962963,1.0,0.0045202666733214466,0.8824068246255397,0.7552783200359381
